,names,gmm,kmeans
98,thermal_2020-07-03_1593745568_0_0.png,1,3
99,thermal_2019-08-15_1565899748_0_0.png,0,1
100,thermal_2020-09-03_1599150548_0_0.png,0,2
101,thermal_2020-08-17_1597675688_0_0.png,0,2
102,thermal_2020-01-03_1578073268_0_0.png,2,0
103,thermal_2019-10-11_1570819102_0_0.png,0,1
104,thermal_2019-08-21_1566404899_0_0.png,0,2
105,thermal_2019-11-30_1575115688_0_0.png,3,0
106,thermal_2020-03-16_1584317288_0_0.png,2,0
107,thermal_2020-02-06_1581000914_0_0.png,1,3
108,thermal_2020-09-25_1601035207_0_0.png,0,1
109,thermal_2020-05-09_1589048047_0_0.png,1,3
110,thermal_2019-09-04_1567553288_0_0.png,0,1
111,thermal_2020-11-27_1606481228_0_0.png,3,2
112,thermal_2020-08-21_1598046308_0_0.png,0,1
113,thermal_2020-08-31_1598906827_0_0.png,0,1
114,thermal_2020-03-15_1584272588_0_0.png,3,0
115,thermal_2019-10-07_1570424762_0_0.png,0,1
116,thermal_2019-12-14_1576334228_0_0.png,2,0
117,thermal_2020-05-17_1589697908_0_0.png,1,3
118,thermal_2020-07-27_1595885528_0_0.png,1,3
119,thermal_2019-11-19_1574135407_0_0.png,2,3
120,thermal_2020-04-29_1588147448_0_0.png,1,2
121,thermal_2020-01-17_1579237507_0_0.png,2,0
122,thermal_2019-10-13_1570965908_0_0.png,1,2
123,thermal_2020-03-17_1584447667_0_0.png,3,0
124,thermal_2020-07-28_1595920808_0_0.png,1,3
125,thermal_2020-05-18_1589779267_0_0.png,1,3
126,thermal_2020-04-10_1586532908_0_0.png,1,3
127,thermal_2020-08-14_1597377367_0_0.png,0,1
128,thermal_2020-08-10_1597048034_0_0.png,0,2
129,thermal_2020-02-24_1582531868_0_0.png,3,0
130,thermal_2019-08-29_1567035067_0_0.png,0,1
131,thermal_2019-10-12_1570847107_0_0.png,0,1
132,thermal_2020-09-15_1600147695_0_0.png,0,1
133,thermal_2020-08-02_1596327908_0_0.png,0,1
134,thermal_2020-05-05_1588683368_0_0.png,3,0
135,thermal_2020-04-25_1587833048_0_0.png,1,3
136,thermal_2020-09-19_1600524968_0_0.png,0,2
137,thermal_2019-12-15_1576372568_0_0.png,2,0
138,thermal_2020-04-20_1587395467_0_0.png,3,0
139,thermal_2020-02-21_1582308907_0_0.png,2,0
140,thermal_2020-11-09_1604942467_0_0.png,0,1
141,thermal_2019-10-13_1571003467_0_0.png,0,1
142,thermal_2020-12-14_1607945227_0_0.png,0,2
143,thermal_2020-07-06_1594016168_0_0.png,1,2
144,thermal_2020-09-21_1600659427_0_0.png,0,1
145,thermal_2019-09-28_1569687068_0_0.png,0,2
146,thermal_2020-04-21_1587467227_0_0.png,1,3
147,thermal_2020-06-01_1591004228_0_0.png,1,3
148,thermal_2019-09-04_1567592846_0_0.png,0,2
149,thermal_2021-01-20_1611132967_0_0.png,0,2
150,thermal_2020-05-28_1590684187_0_0.png,1,2
151,thermal_2020-01-16_1579202107_0_0.png,2,0
152,thermal_2020-08-23_1598184248_0_0.png,1,3
153,thermal_2019-07-08_1562577619_0_0.png,0,2
154,thermal_2021-05-25_1621962607_0_0.png,0,2
155,thermal_2019-08-13_1565654647_0_0.png,0,1
156,thermal_2019-10-23_1571834587_0_0.png,3,2
157,thermal_2020-08-28_1598619608_0_0.png,0,2
158,thermal_2020-01-21_1579630568_0_0.png,2,3
159,thermal_2021-01-20_1611147368_0_0.png,0,2
160,thermal_2020-04-06_1586192708_0_0.png,1,3
161,thermal_2020-06-03_1591190647_0_0.png,1,3
162,thermal_2019-12-04_1575440948_0_0.png,2,0
163,thermal_2020-05-10_1589074514_0_0.png,2,3
164,thermal_2020-12-24_1608796327_0_0.png,0,1
165,thermal_2020-04-19_1587255788_0_0.png,2,3
166,thermal_2020-11-22_1606083128_0_0.png,0,1
167,thermal_2020-06-18_1592508128_0_0.png,2,3
168,thermal_2020-12-01_1606777987_0_0.png,0,1
169,thermal_2020-02-06_1580954347_0_0.png,2,3
170,thermal_2020-06-10_1591823587_0_0.png,1,3
171,thermal_2020-02-24_1582522327_0_0.png,2,3
172,thermal_2020-05-22_1590109328_0_0.png,2,3
173,thermal_2020-06-30_1593510067_0_0.png,1,3
174,thermal_2020-11-14_1605375188_0_0.png,0,1
175,thermal_2020-03-13_1584131167_0_0.png,2,3
176,thermal_2020-06-04_1591268708_0_0.png,1,3
177,thermal_2020-07-23_1595499368_0_0.png,1,3
178,thermal_2019-09-09_1568010019_0_0.png,0,2
179,thermal_2020-03-27_1585277888_0_0.png,2,0
180,thermal_2020-03-27_1585316287_0_0.png,3,0
181,thermal_2020-02-01_1580540588_0_0.png,2,0
182,thermal_2020-04-19_1587305234_0_0.png,1,3
183,thermal_2020-02-22_1582330574_0_0.png,2,0
184,thermal_2019-10-12_1570872908_0_0.png,0,2
185,thermal_2020-04-04_1586004248_0_0.png,3,0
186,thermal_2019-10-01_1569908588_0_0.png,0,2
187,thermal_2020-12-13_1607892968_0_0.png,2,3
188,thermal_2020-02-07_1581073987_0_0.png,3,0
189,thermal_2020-02-28_1582890788_0_0.png,3,0
190,thermal_2020-01-05_1578190028_0_0.png,2,0
191,thermal_2020-03-20_1584666667_0_0.png,2,0
192,thermal_2020-06-27_1593282795_0_0.png,1,3
193,thermal_2020-02-20_1582200014_0_0.png,3,0
194,thermal_2019-09-10_1568084348_0_0.png,0,1
195,thermal_2019-11-23_1574515148_0_0.png,3,0
196,thermal_2020-12-30_1609303388_0_0.png,0,1
197,thermal_2020-08-02_1596333847_0_0.png,0,1
198,thermal_2019-08-29_1567095140_0_0.png,0,2
199,thermal_2019-10-08_1570503907_0_0.png,0,1
200,thermal_2020-11-24_1606215368_0_0.png,1,3
201,thermal_2019-07-05_1562313739_0_0.png,0,2
202,thermal_2020-04-22_1587557887_0_0.png,3,0
203,thermal_2019-07-16_1563248774_0_0.png,0,1
204,thermal_2020-07-20_1595214008_0_0.png,1,3
205,thermal_2019-07-08_1562611459_0_0.png,0,1
206,thermal_2019-06-26_1561576939_0_0.png,0,1
207,thermal_2020-04-17_1587094868_0_0.png,2,3
208,thermal_2019-09-23_1569270855_0_0.png,0,1
209,thermal_2020-01-18_1579365015_0_0.png,2,0
210,thermal_2020-02-09_1581221768_0_0.png,2,0
211,thermal_2020-09-07_1599435008_0_0.png,0,1
212,thermal_2020-08-16_1597596368_0_0.png,0,2
213,thermal_2019-09-25_1569411668_0_0.png,0,2
214,thermal_2020-11-23_1606146848_0_0.png,0,1
215,thermal_2019-12-01_1575168608_0_0.png,3,0
216,thermal_2020-05-31_1590925088_0_0.png,1,3
217,thermal_2020-02-17_1581896527_0_0.png,2,0
218,thermal_2020-06-24_1593022088_0_0.png,1,3
219,thermal_2019-09-21_1569020648_0_0.png,0,1
220,thermal_2020-06-20_1592686515_0_0.png,1,3
221,thermal_2020-02-22_1582334587_0_0.png,2,0
222,thermal_2019-11-23_1574538248_0_0.png,2,0
223,thermal_2020-07-18_1595091548_0_0.png,1,3
224,thermal_2020-06-12_1591993447_0_0.png,2,3
225,thermal_2020-04-17_1587150367_0_0.png,1,3
226,thermal_2020-05-11_1589176628_0_0.png,1,3
227,thermal_2019-09-21_1569024307_0_0.png,0,1
228,thermal_2019-10-12_1570890488_0_0.png,0,2
229,thermal_2020-04-24_1587737474_0_0.png,3,0
230,thermal_2020-03-11_1583938448_0_0.png,1,3
231,thermal_2019-08-28_1567020869_0_0.png,0,1
232,thermal_2019-06-29_1561769827_0_0.png,0,1
233,thermal_2020-03-31_1585680067_0_0.png,2,3
234,thermal_2019-12-04_1575457748_0_0.png,3,0
235,thermal_2020-03-06_1583485034_0_0.png,3,0
236,thermal_2019-09-11_1568203279_0_0.png,0,2
237,thermal_2020-05-04_1588582687_0_0.png,3,3
238,thermal_2019-10-24_1571885055_0_0.png,2,3
239,thermal_2020-04-10_1586483295_0_0.png,2,3
240,thermal_2020-04-06_1586156468_0_0.png,1,3
241,thermal_2020-02-15_1581758948_0_0.png,3,0
242,thermal_2020-01-25_1579959967_0_0.png,3,0
243,thermal_2019-10-06_1570330148_0_0.png,0,1
244,thermal_2020-06-03_1591215907_0_0.png,2,3
245,thermal_2019-12-14_1576331654_0_0.png,2,0
246,thermal_2019-06-29_1561761728_0_0.png,0,1
247,thermal_2021-03-07_1615130419_0_0.png,0,2
248,thermal_2020-09-20_1600572847_0_0.png,0,1
249,thermal_2019-08-29_1567064959_0_0.png,0,2
250,thermal_2020-04-14_1586823967_0_0.png,1,3
251,thermal_2020-05-30_1590840488_0_0.png,1,3
252,thermal_2020-01-16_1579159387_0_0.png,2,0
253,thermal_2019-09-11_1568232735_0_0.png,0,1
254,thermal_2020-03-11_1583963535_0_0.png,2,3
255,thermal_2019-09-29_1569747847_0_0.png,0,2
256,thermal_2019-12-06_1575640807_0_0.png,3,0
257,thermal_2020-07-02_1593682027_0_0.png,1,3
258,thermal_2020-08-12_1597266127_0_0.png,3,0
259,thermal_2020-05-23_1590195608_0_0.png,1,3
260,thermal_2020-08-26_1598446568_0_0.png,1,3
261,thermal_2020-09-15_1600149908_0_0.png,0,2
262,thermal_2020-06-27_1593267728_0_0.png,3,0
263,thermal_2021-06-19_1624062607_0_0.png,0,1
264,thermal_2020-03-27_1585309035_0_0.png,3,0
265,thermal_2019-12-11_1576027808_0_0.png,2,0
266,thermal_2020-06-15_1592241247_0_0.png,1,3
267,thermal_2020-01-20_1579541527_0_0.png,2,3
268,thermal_2020-08-13_1597321328_0_0.png,0,2
269,thermal_2020-01-05_1578197048_0_0.png,2,0
270,thermal_2020-03-21_1584786308_0_0.png,3,0
271,thermal_2020-06-25_1593038227_0_0.png,1,3
272,thermal_2020-01-08_1578480667_0_0.png,3,0
273,thermal_2019-09-06_1567729628_0_0.png,0,1
274,thermal_2019-08-21_1566344648_0_0.png,0,1
275,thermal_2020-07-30_1596084968_0_0.png,0,1
276,thermal_2019-08-19_1566217399_0_0.png,0,2
277,thermal_2020-05-11_1589194207_0_0.png,1,3
278,thermal_2020-06-01_1591017307_0_0.png,3,0
279,thermal_2020-07-02_1593652868_0_0.png,1,3
280,thermal_2020-11-11_1605089287_0_0.png,1,3
281,thermal_2019-10-07_1570464067_0_0.png,0,1
282,thermal_2020-07-15_1594809307_0_0.png,1,3
283,thermal_2019-08-06_1565127008_0_0.png,0,1
284,thermal_2020-06-11_1591874828_0_0.png,1,3
285,thermal_2020-02-08_1581140947_0_0.png,2,0
286,thermal_2020-08-02_1596359408_0_0.png,0,2
287,thermal_2020-07-13_1594643888_0_0.png,1,3
288,thermal_2020-08-18_1597761668_0_0.png,0,2
289,thermal_2019-10-06_1570336807_0_0.png,0,1
290,thermal_2019-09-02_1567393807_0_0.png,0,1
291,thermal_2019-12-17_1576546208_0_0.png,0,1
292,thermal_2020-08-09_1596961808_0_0.png,0,2
293,thermal_2019-09-11_1568219600_0_0.png,0,2
294,thermal_2020-11-16_1605529568_0_0.png,0,2
295,thermal_2020-07-03_1593759847_0_0.png,1,3
296,thermal_2020-09-08_1599533228_0_0.png,0,1
297,thermal_2020-01-12_1578814028_0_0.png,2,0
298,thermal_2020-11-07_1604769188_0_0.png,0,1
299,thermal_2020-07-19_1595162828_0_0.png,3,3
300,thermal_2020-12-17_1608165068_0_0.png,0,1
301,thermal_2019-08-24_1566600668_0_0.png,0,1
302,thermal_2019-10-25_1572030368_0_0.png,2,3
303,thermal_2020-06-16_1592279227_0_0.png,1,3
304,thermal_2019-12-16_1576489687_0_0.png,3,0
305,thermal_2020-02-08_1581171488_0_0.png,3,0
306,thermal_2020-07-25_1595707508_0_0.png,1,3
307,thermal_2020-01-08_1578515648_0_0.png,2,0
308,thermal_2019-12-07_1575738248_0_0.png,2,0
309,thermal_2020-05-25_1590407235_0_0.png,1,3
310,thermal_2020-09-03_1599146108_0_0.png,0,2
311,thermal_2019-10-10_1570689248_0_0.png,0,2
312,thermal_2020-06-16_1592319188_0_0.png,3,0
313,thermal_2020-04-30_1588214234_0_0.png,2,0
314,thermal_2020-03-29_1585497007_0_0.png,1,3
315,thermal_2020-11-28_1606545967_0_0.png,0,1
316,thermal_2020-03-05_1583366708_0_0.png,2,0
317,thermal_2020-07-24_1595615707_0_0.png,1,3
318,thermal_2020-07-25_1595631967_0_0.png,1,3
319,thermal_2020-05-08_1588974907_0_0.png,2,3
320,thermal_2020-04-02_1585830307_0_0.png,3,0
321,thermal_2020-08-15_1597486087_0_0.png,1,2
322,thermal_2020-11-24_1606211655_0_0.png,1,2
323,thermal_2020-12-18_1608276608_0_0.png,0,2
324,thermal_2019-12-28_1577543115_0_0.png,3,0
325,thermal_2019-10-12_1570886948_0_0.png,0,2
326,thermal_2019-08-19_1566215179_0_0.png,0,2
327,thermal_2020-05-09_1589058308_0_0.png,1,3
328,thermal_2021-07-04_1625376008_0_0.png,0,1
329,thermal_2020-05-15_1589573468_0_0.png,2,3
330,thermal_2019-10-08_1570521847_0_0.png,0,2
331,thermal_2020-08-21_1597990748_0_0.png,1,2
332,thermal_2019-09-17_1568738827_0_0.png,0,2
333,thermal_2020-01-14_1579018747_0_0.png,3,0
334,thermal_2021-03-09_1615326608_0_0.png,0,1
335,thermal_2020-08-27_1598540115_0_0.png,1,3
336,thermal_2020-06-02_1591082708_0_0.png,1,3
337,thermal_2020-04-18_1587190508_0_0.png,1,3
338,thermal_2020-09-09_1599625328_0_0.png,0,1
339,thermal_2020-01-09_1578584347_0_0.png,2,0
340,thermal_2020-07-20_1595247435_0_0.png,3,3
341,thermal_2020-09-09_1599621188_0_0.png,0,1
342,thermal_2019-08-18_1566134719_0_0.png,1,2
343,thermal_2019-08-24_1566654979_0_0.png,1,3
344,thermal_2019-06-27_1561637243_0_0.png,0,1
345,thermal_2020-12-04_1607041748_0_0.png,2,3
346,thermal_2019-09-19_1568922368_0_0.png,0,1
347,thermal_2019-08-31_1567271839_0_0.png,0,2
348,thermal_2019-09-13_1568329568_0_0.png,0,1
349,thermal_2019-08-17_1566039140_0_0.png,0,2
350,thermal_2020-08-21_1597975214_0_0.png,0,1
351,thermal_2020-08-20_1597883168_0_0.png,0,1
352,thermal_2020-11-12_1605155408_0_0.png,0,1
353,thermal_2020-04-05_1586104688_0_0.png,1,3
354,thermal_2020-05-30_1590839467_0_0.png,1,3
355,thermal_2020-05-18_1589807707_0_0.png,3,0
356,thermal_2020-08-27_1598516467_0_0.png,0,2
357,thermal_2020-03-28_1585368248_0_0.png,2,0
358,thermal_2020-04-06_1586178128_0_0.png,3,0
359,thermal_2020-09-24_1600954328_0_0.png,0,2
360,thermal_2020-02-11_1581423974_0_0.png,3,0
361,thermal_2019-12-08_1575782228_0_0.png,2,0
362,thermal_2020-01-19_1579420628_0_0.png,2,0
363,thermal_2019-09-17_1568732835_0_0.png,0,2
364,thermal_2019-07-18_1563401527_0_0.png,0,1
365,thermal_2020-06-13_1592044807_0_0.png,3,0
366,thermal_2020-02-20_1582201507_0_0.png,3,0
367,thermal_2020-06-18_1592508247_0_0.png,2,3
368,thermal_2020-01-13_1578932948_0_0.png,2,0
369,thermal_2019-12-12_1576147088_0_0.png,3,0
370,thermal_2019-09-20_1569001214_0_0.png,0,1
371,thermal_2020-08-21_1598040488_0_0.png,0,2
372,thermal_2020-06-14_1592110507_0_0.png,2,3
373,thermal_2020-06-06_1591466467_0_0.png,1,3
374,thermal_2019-08-21_1566417382_0_0.png,0,1
375,thermal_2019-12-04_1575428407_0_0.png,2,0
376,thermal_2019-07-10_1562782819_0_0.png,0,2
377,thermal_2020-11-21_1605963487_0_0.png,1,3
378,thermal_2019-09-22_1569169808_0_0.png,0,1
379,thermal_2019-09-08_1567970166_0_0.png,0,1
380,thermal_2020-08-31_1598899208_0_0.png,0,1
381,thermal_2020-11-22_1606049594_0_0.png,1,0
382,thermal_2019-10-14_1571009167_0_0.png,0,1
383,thermal_2019-07-06_1562364127_0_0.png,0,1
384,thermal_2019-08-24_1566641660_0_0.png,1,2
385,thermal_2020-11-23_1606122555_0_0.png,0,2
386,thermal_2020-01-08_1578470408_0_0.png,2,0
387,thermal_2020-04-10_1586500868_0_0.png,3,3
388,thermal_2019-09-29_1569766808_0_0.png,0,2
389,thermal_2020-04-07_1586294227_0_0.png,1,3
390,thermal_2020-07-26_1595731634_0_0.png,1,3
391,thermal_2019-10-25_1572011294_0_0.png,3,0
392,thermal_2020-06-22_1592858288_0_0.png,1,3
393,thermal_2020-05-04_1588567268_0_0.png,1,3
394,thermal_2020-07-21_1595296087_0_0.png,1,3
395,thermal_2019-06-27_1561638624_0_0.png,0,1
396,thermal_2020-08-31_1598869387_0_0.png,0,2
397,thermal_2020-02-28_1582909694_0_0.png,1,3
398,thermal_2020-03-15_1584312548_0_0.png,2,0
399,thermal_2020-03-17_1584446647_0_0.png,3,0
400,thermal_2020-08-12_1597205235_0_0.png,0,1
401,thermal_2020-07-21_1595367308_0_0.png,3,0
402,thermal_2020-11-18_1605695348_0_0.png,3,3
403,thermal_2020-02-24_1582557428_0_0.png,3,0
404,thermal_2020-12-30_1609295115_0_0.png,0,1
405,thermal_2020-05-25_1590425948_0_0.png,1,2
406,thermal_2020-07-09_1594258448_0_0.png,1,3
407,thermal_2020-11-26_1606349468_0_0.png,0,1
408,thermal_2020-09-24_1600924208_0_0.png,0,1
409,thermal_2020-03-01_1583066768_0_0.png,3,0
410,thermal_2020-05-26_1590487328_0_0.png,1,3
411,thermal_2019-07-01_1562009108_0_0.png,0,1
412,thermal_2020-04-14_1586846407_0_0.png,1,3
413,thermal_2020-08-04_1596539534_0_0.png,0,1
414,thermal_2019-08-28_1566985639_0_0.png,0,2
415,thermal_2020-07-09_1594268768_0_0.png,1,3
416,thermal_2020-02-12_1581543068_0_0.png,2,0
417,thermal_2019-09-07_1567868659_0_0.png,0,2
418,thermal_2019-11-25_1574690408_0_0.png,3,2
419,thermal_2020-11-13_1605252434_0_0.png,0,2
420,thermal_2019-07-01_1561971428_0_0.png,0,1
421,thermal_2020-12-14_1607979248_0_0.png,0,1
422,thermal_2020-03-25_1585138688_0_0.png,3,0
423,thermal_2020-04-14_1586868848_0_0.png,1,3
424,thermal_2019-07-08_1562582899_0_0.png,0,2
425,thermal_2020-07-18_1595046067_0_0.png,1,3
426,thermal_2020-09-05_1599324728_0_0.png,0,2
427,thermal_2020-01-15_1579072327_0_0.png,2,0
428,thermal_2020-07-20_1595207828_0_0.png,1,3
429,thermal_2020-04-18_1587212294_0_0.png,1,3
430,thermal_2020-06-23_1592931848_0_0.png,1,3
431,thermal_2020-03-17_1584400988_0_0.png,2,3
432,thermal_2020-11-13_1605224707_0_0.png,0,1
433,thermal_2020-05-07_1588804027_0_0.png,2,3
434,thermal_2019-09-29_1569771548_0_0.png,0,2
435,thermal_2020-09-13_1600021208_0_0.png,0,2
436,thermal_2020-01-07_1578368527_0_0.png,2,0
437,thermal_2020-04-08_1586373188_0_0.png,1,3
438,thermal_2019-09-23_1569247268_0_0.png,0,2
439,thermal_2019-09-04_1567556768_0_0.png,0,1
440,thermal_2019-08-15_1565830807_0_0.png,0,1
441,thermal_2019-12-18_1576702987_0_0.png,2,0
442,thermal_2019-09-23_1569261128_0_0.png,0,1
443,thermal_2021-06-15_1623730207_0_0.png,0,1
444,thermal_2020-01-04_1578147427_0_0.png,2,0
445,thermal_2020-05-24_1590314888_0_0.png,1,3
446,thermal_2021-02-26_1614379808_0_0.png,0,1
447,thermal_2020-07-05_1593951307_0_0.png,1,3
448,thermal_2020-02-10_1581318068_0_0.png,2,0
449,thermal_2019-07-07_1562517020_0_0.png,0,2
450,thermal_2020-04-02_1585844348_0_0.png,1,3
451,thermal_2020-11-26_1606388647_0_0.png,3,0
452,thermal_2020-07-14_1594736288_0_0.png,1,3
453,thermal_2019-07-15_1563223448_0_0.png,0,1
454,thermal_2020-12-14_1607970247_0_0.png,0,1
455,thermal_2019-12-26_1577353747_0_0.png,2,0
456,thermal_2020-08-06_1596735008_0_0.png,0,2
457,thermal_2020-08-26_1598439134_0_0.png,1,3
458,thermal_2020-03-25_1585138028_0_0.png,3,0
459,thermal_2020-11-23_1606112594_0_0.png,0,1
460,thermal_2020-03-19_1584588908_0_0.png,2,0
461,thermal_2020-12-18_1608269648_0_0.png,0,1
462,thermal_2019-12-01_1575155708_0_0.png,2,0
463,thermal_2020-03-13_1584115508_0_0.png,1,3
464,thermal_2019-08-16_1565976499_0_0.png,0,2
465,thermal_2019-09-05_1567637175_0_0.png,0,1
466,thermal_2020-03-03_1583238788_0_0.png,3,0
467,thermal_2020-02-05_1580910368_0_0.png,3,0
468,thermal_2020-12-11_1607684648_0_0.png,0,2
469,thermal_2020-02-10_1581316088_0_0.png,3,0
470,thermal_2019-08-30_1567159698_0_0.png,0,2
471,thermal_2020-06-06_1591472047_0_0.png,1,3
472,thermal_2019-07-05_1562362148_0_0.png,0,1
473,thermal_2020-01-20_1579519995_0_0.png,3,0
474,thermal_2019-07-04_1562218826_0_0.png,0,2
475,thermal_2020-09-21_1600670294_0_0.png,0,2
476,thermal_2020-01-27_1580099414_0_0.png,2,0
477,thermal_2020-07-30_1596138368_0_0.png,0,2
478,thermal_2020-02-24_1582539847_0_0.png,3,0
479,thermal_2020-06-16_1592294647_0_0.png,1,3
480,thermal_2020-05-21_1590064087_0_0.png,1,3
481,thermal_2020-03-25_1585157347_0_0.png,2,0
482,thermal_2020-04-24_1587723548_0_0.png,3,0
483,thermal_2019-10-17_1571283007_0_0.png,0,1
484,thermal_2020-02-22_1582355228_0_0.png,2,0
485,thermal_2019-08-28_1566943388_0_0.png,0,1
486,thermal_2020-04-10_1586548928_0_0.png,1,3
487,thermal_2020-06-24_1593029108_0_0.png,1,3
488,thermal_2019-07-08_1562549767_0_0.png,0,1
489,thermal_2020-05-25_1590383887_0_0.png,1,3
490,thermal_2020-01-27_1580130074_0_0.png,3,0
491,thermal_2019-07-03_1562190795_0_0.png,0,1
492,thermal_2019-09-11_1568234887_0_0.png,0,1
493,thermal_2019-10-08_1570555447_0_0.png,0,1
494,thermal_2020-01-19_1579393628_0_0.png,2,0
495,thermal_2020-02-16_1581875168_0_0.png,2,0
496,thermal_2019-10-02_1570021387_0_0.png,0,2
497,thermal_2020-08-19_1597849268_0_0.png,0,2
498,thermal_2020-03-20_1584668168_0_0.png,2,0
