Img name,Clusters kmeans,Clusters gmm
thermal_2019-10-12_1570886948_0_0.png,2,0
thermal_2019-08-19_1566215179_0_0.png,2,0
thermal_2020-05-09_1589058308_0_0.png,3,1
thermal_2021-07-04_1625376008_0_0.png,1,0
thermal_2020-05-15_1589573468_0_0.png,3,2
thermal_2019-10-08_1570521847_0_0.png,2,0
thermal_2020-08-21_1597990748_0_0.png,2,1
thermal_2019-09-17_1568738827_0_0.png,2,0
thermal_2020-01-14_1579018747_0_0.png,0,3
thermal_2021-03-09_1615326608_0_0.png,1,0
thermal_2020-08-27_1598540115_0_0.png,3,1
thermal_2020-06-02_1591082708_0_0.png,3,1
thermal_2020-04-18_1587190508_0_0.png,3,1
thermal_2020-09-09_1599625328_0_0.png,1,0
thermal_2020-01-09_1578584347_0_0.png,0,2
thermal_2020-07-20_1595247435_0_0.png,3,3
thermal_2020-09-09_1599621188_0_0.png,1,0
thermal_2019-08-18_1566134719_0_0.png,2,1
thermal_2019-08-24_1566654979_0_0.png,3,1
thermal_2019-06-27_1561637243_0_0.png,1,0
thermal_2020-12-04_1607041748_0_0.png,3,2
thermal_2019-09-19_1568922368_0_0.png,1,0
thermal_2019-08-31_1567271839_0_0.png,2,0
thermal_2019-09-13_1568329568_0_0.png,1,0
thermal_2019-08-17_1566039140_0_0.png,2,0
thermal_2020-08-21_1597975214_0_0.png,1,0
thermal_2020-08-20_1597883168_0_0.png,1,0
thermal_2020-11-12_1605155408_0_0.png,1,0
thermal_2020-04-05_1586104688_0_0.png,3,1
thermal_2020-05-30_1590839467_0_0.png,3,1
thermal_2020-05-18_1589807707_0_0.png,0,3
thermal_2020-08-27_1598516467_0_0.png,2,0
thermal_2020-03-28_1585368248_0_0.png,0,2
thermal_2020-04-06_1586178128_0_0.png,0,3
thermal_2020-09-24_1600954328_0_0.png,2,0
thermal_2020-02-11_1581423974_0_0.png,0,3
thermal_2019-12-08_1575782228_0_0.png,0,2
thermal_2020-01-19_1579420628_0_0.png,0,2
thermal_2019-09-17_1568732835_0_0.png,2,0
thermal_2019-07-18_1563401527_0_0.png,1,0
thermal_2020-06-13_1592044807_0_0.png,0,3
thermal_2020-02-20_1582201507_0_0.png,0,3
thermal_2020-06-18_1592508247_0_0.png,3,2
thermal_2020-01-13_1578932948_0_0.png,0,2
thermal_2019-12-12_1576147088_0_0.png,0,3
thermal_2019-09-20_1569001214_0_0.png,1,0
thermal_2020-08-21_1598040488_0_0.png,2,0
thermal_2020-06-14_1592110507_0_0.png,3,2
thermal_2020-06-06_1591466467_0_0.png,3,1
thermal_2019-08-21_1566417382_0_0.png,1,0
thermal_2019-12-04_1575428407_0_0.png,0,2
thermal_2019-07-10_1562782819_0_0.png,2,0
thermal_2020-11-21_1605963487_0_0.png,3,1
thermal_2019-09-22_1569169808_0_0.png,1,0
thermal_2019-09-08_1567970166_0_0.png,1,0
thermal_2020-08-31_1598899208_0_0.png,1,0
thermal_2020-11-22_1606049594_0_0.png,0,1
thermal_2019-10-14_1571009167_0_0.png,1,0
thermal_2019-07-06_1562364127_0_0.png,1,0
thermal_2019-08-24_1566641660_0_0.png,2,1
thermal_2020-11-23_1606122555_0_0.png,2,0
thermal_2020-01-08_1578470408_0_0.png,0,2
thermal_2020-04-10_1586500868_0_0.png,3,3
thermal_2019-09-29_1569766808_0_0.png,2,0
thermal_2020-04-07_1586294227_0_0.png,3,1
thermal_2020-07-26_1595731634_0_0.png,3,1
thermal_2019-10-25_1572011294_0_0.png,0,3
thermal_2020-06-22_1592858288_0_0.png,3,1
thermal_2020-05-04_1588567268_0_0.png,3,1
thermal_2020-07-21_1595296087_0_0.png,3,1
thermal_2019-06-27_1561638624_0_0.png,1,0
thermal_2020-08-31_1598869387_0_0.png,2,0
thermal_2020-02-28_1582909694_0_0.png,3,1
thermal_2020-03-15_1584312548_0_0.png,0,2
thermal_2020-03-17_1584446647_0_0.png,0,3
thermal_2020-08-12_1597205235_0_0.png,1,0
thermal_2020-07-21_1595367308_0_0.png,0,3
thermal_2020-11-18_1605695348_0_0.png,3,3
thermal_2020-02-24_1582557428_0_0.png,0,3
thermal_2020-12-30_1609295115_0_0.png,1,0
thermal_2020-05-25_1590425948_0_0.png,2,1
thermal_2020-07-09_1594258448_0_0.png,3,1
thermal_2020-11-26_1606349468_0_0.png,1,0
thermal_2020-09-24_1600924208_0_0.png,1,0
thermal_2020-03-01_1583066768_0_0.png,0,3
thermal_2020-05-26_1590487328_0_0.png,3,1
thermal_2019-07-01_1562009108_0_0.png,1,0
thermal_2020-04-14_1586846407_0_0.png,3,1
thermal_2020-08-04_1596539534_0_0.png,1,0
thermal_2019-08-28_1566985639_0_0.png,2,0
thermal_2020-07-09_1594268768_0_0.png,3,1
thermal_2020-02-12_1581543068_0_0.png,0,2
thermal_2019-09-07_1567868659_0_0.png,2,0
thermal_2019-11-25_1574690408_0_0.png,2,3
thermal_2020-11-13_1605252434_0_0.png,2,0
thermal_2019-07-01_1561971428_0_0.png,1,0
thermal_2020-12-14_1607979248_0_0.png,1,0
thermal_2020-03-25_1585138688_0_0.png,0,3
thermal_2020-04-14_1586868848_0_0.png,3,1
thermal_2019-07-08_1562582899_0_0.png,2,0
thermal_2020-07-18_1595046067_0_0.png,3,1
thermal_2020-09-05_1599324728_0_0.png,2,0
thermal_2020-01-15_1579072327_0_0.png,0,2
thermal_2020-07-20_1595207828_0_0.png,3,1
thermal_2020-04-18_1587212294_0_0.png,3,1
thermal_2020-06-23_1592931848_0_0.png,3,1
thermal_2020-03-17_1584400988_0_0.png,3,2
thermal_2020-11-13_1605224707_0_0.png,1,0
thermal_2020-05-07_1588804027_0_0.png,3,2
thermal_2019-09-29_1569771548_0_0.png,2,0
thermal_2020-09-13_1600021208_0_0.png,2,0
thermal_2020-01-07_1578368527_0_0.png,0,2
thermal_2020-04-08_1586373188_0_0.png,3,1
thermal_2019-09-23_1569247268_0_0.png,2,0
thermal_2019-09-04_1567556768_0_0.png,1,0
thermal_2019-08-15_1565830807_0_0.png,1,0
thermal_2019-12-18_1576702987_0_0.png,0,2
thermal_2019-09-23_1569261128_0_0.png,1,0
thermal_2021-06-15_1623730207_0_0.png,1,0
thermal_2020-01-04_1578147427_0_0.png,0,2
thermal_2020-05-24_1590314888_0_0.png,3,1
thermal_2021-02-26_1614379808_0_0.png,1,0
thermal_2020-07-05_1593951307_0_0.png,3,1
thermal_2020-02-10_1581318068_0_0.png,0,2
thermal_2019-07-07_1562517020_0_0.png,2,0
thermal_2020-04-02_1585844348_0_0.png,3,1
thermal_2020-11-26_1606388647_0_0.png,0,3
thermal_2020-07-14_1594736288_0_0.png,3,1
thermal_2019-07-15_1563223448_0_0.png,1,0
thermal_2020-12-14_1607970247_0_0.png,1,0
thermal_2019-12-26_1577353747_0_0.png,0,2
thermal_2020-08-06_1596735008_0_0.png,2,0
thermal_2020-08-26_1598439134_0_0.png,3,1
thermal_2020-03-25_1585138028_0_0.png,0,3
thermal_2020-11-23_1606112594_0_0.png,1,0
thermal_2020-03-19_1584588908_0_0.png,0,2
thermal_2020-12-18_1608269648_0_0.png,1,0
thermal_2019-12-01_1575155708_0_0.png,0,2
thermal_2020-03-13_1584115508_0_0.png,3,1
thermal_2019-08-16_1565976499_0_0.png,2,0
thermal_2019-09-05_1567637175_0_0.png,1,0
thermal_2020-03-03_1583238788_0_0.png,0,3
thermal_2020-02-05_1580910368_0_0.png,0,3
thermal_2020-12-11_1607684648_0_0.png,2,0
thermal_2020-02-10_1581316088_0_0.png,0,3
thermal_2019-08-30_1567159698_0_0.png,2,0
thermal_2020-06-06_1591472047_0_0.png,3,1
thermal_2019-07-05_1562362148_0_0.png,1,0
thermal_2020-01-20_1579519995_0_0.png,0,3
thermal_2019-07-04_1562218826_0_0.png,2,0
thermal_2020-09-21_1600670294_0_0.png,2,0
thermal_2020-01-27_1580099414_0_0.png,0,2
thermal_2020-07-30_1596138368_0_0.png,2,0
thermal_2020-02-24_1582539847_0_0.png,0,3
thermal_2020-06-16_1592294647_0_0.png,3,1
thermal_2020-05-21_1590064087_0_0.png,3,1
thermal_2020-03-25_1585157347_0_0.png,0,2
thermal_2020-04-24_1587723548_0_0.png,0,3
thermal_2019-10-17_1571283007_0_0.png,1,0
thermal_2020-02-22_1582355228_0_0.png,0,2
thermal_2019-08-28_1566943388_0_0.png,1,0
thermal_2020-04-10_1586548928_0_0.png,3,1
thermal_2020-06-24_1593029108_0_0.png,3,1
thermal_2019-07-08_1562549767_0_0.png,1,0
thermal_2020-05-25_1590383887_0_0.png,3,1
thermal_2020-01-27_1580130074_0_0.png,0,3
thermal_2019-07-03_1562190795_0_0.png,1,0
thermal_2019-09-11_1568234887_0_0.png,1,0
thermal_2019-10-08_1570555447_0_0.png,1,0
thermal_2020-01-19_1579393628_0_0.png,0,2
thermal_2020-02-16_1581875168_0_0.png,0,2
thermal_2019-10-02_1570021387_0_0.png,2,0
thermal_2020-08-19_1597849268_0_0.png,2,0
thermal_2020-03-20_1584668168_0_0.png,0,2
thermal_2020-07-30_1596096428_0_0.png,2,0
thermal_2020-09-24_1600901108_0_0.png,1,0
thermal_2020-11-14_1605355027_0_0.png,0,3
thermal_2019-10-11_1570798028_0_0.png,2,0
thermal_2019-09-01_1567345160_0_0.png,2,0
thermal_2021-01-20_1611118934_0_0.png,1,0
thermal_2019-08-04_1564933219_0_0.png,2,0
thermal_2020-03-31_1585682408_0_0.png,3,2
thermal_2020-06-01_1591005908_0_0.png,3,1
thermal_2019-06-29_1561824435_0_0.png,1,0
thermal_2020-04-18_1587226988_0_0.png,3,1
thermal_2020-06-25_1593119827_0_0.png,3,1
thermal_2020-06-12_1591991767_0_0.png,3,2
thermal_2020-07-29_1596035228_0_0.png,3,3
thermal_2020-08-12_1597209915_0_0.png,2,0
thermal_2020-07-01_1593578648_0_0.png,3,1
thermal_2019-12-08_1575817748_0_0.png,0,2
thermal_2020-08-24_1598294595_0_0.png,1,0
thermal_2020-07-18_1595059747_0_0.png,3,1
thermal_2020-04-02_1585821248_0_0.png,0,3
thermal_2019-10-12_1570852507_0_0.png,1,0
thermal_2020-01-16_1579164074_0_0.png,0,3
thermal_2020-07-27_1595814308_0_0.png,3,1
thermal_2019-09-25_1569416348_0_0.png,2,0
thermal_2020-05-27_1590553208_0_0.png,3,1
thermal_2019-09-06_1567778779_0_0.png,2,0
thermal_2020-06-18_1592493608_0_0.png,3,1
thermal_2019-09-22_1569168915_0_0.png,1,0
thermal_2020-05-25_1590384607_0_0.png,2,1
thermal_2020-04-21_1587479527_0_0.png,3,1
thermal_2019-07-01_1561972327_0_0.png,1,0
thermal_2019-09-11_1568169008_0_0.png,1,0
thermal_2020-12-13_1607873955_0_0.png,1,0
thermal_2021-01-02_1609567387_0_0.png,1,0
thermal_2020-08-23_1598178847_0_0.png,2,0
thermal_2019-10-08_1570541235_0_0.png,2,0
thermal_2019-07-04_1562204468_0_0.png,1,0
